user_id,study_day,daytime_use,prebed_use,postbed_use,sleep_qual
1,1,9.06611111111111,0.20083333333333334,0,4
1,2,-999,-999,-999,-999
1,3,7.0925,0.30722222222222223,0,5
1,4,10.292222222222222,0.1325,0,5
1,5,11.598888888888888,0.0811111111111111,0.2033333333333333,7
1,6,12.795277777777779,0,0.5975,5
1,7,6.9238888888888885,0.025,0,5
1,8,-999,-999,-999,-999
1,9,-999,-999,-999,-999
1,10,6.241944444444444,0.35805555555555557,0,4
1,11,11.039444444444445,0.12277777777777778,1.0252777777777777,4
1,12,9.3469444444444445,0.029722222222222223,1.136388888888889,4
1,13,6.948055555555555,0.9583333333333334,1.9052777777777776,3
1,14,7.319166666666666,0.5936111111111111,0,4
1,15,8.873055555555556,0.7811111111111111,0.024444444444444442,7
1,16,8.442777777777778,0.45,0,4
1,17,12.057777777777778,0,0,4
1,18,9.043888888888889,0.6575000000000001,0,6
1,19,8.582777777777778,0.18194444444444444,0.022500000000000003,5
1,20,5.3372222222222225,0.7458333333333333,0.8166666666666667,4
1,21,-999,-999,-999,-999
2,1,6.819444444444445,0.25805555555555554,0.1275,2
2,2,3.770277777777778,0,0.0077777777777777776,4
2,3,1.4958333333333333,0.01583333333333333,0.29888888888888887,5
2,4,1.5799999999999998,0.010555555555555556,0.5575,5
2,5,4.003888888888889,0,0,4
2,6,2.361111111111111,0,0.9013888888888889,4
2,7,-999,-999,-999,-999
2,8,2.0394444444444444,0.16916666666666666,6.184444444444444,4
2,9,2.4091666666666667,0,0,5
2,10,-999,-999,-999,-999
2,11,2.977222222222222,1,1.6052777777777778,5
2,12,5.686388888888889,0.25805555555555554,0.5030555555555556,4
2,13,10.077499999999999,0.03861111111111112,0.3,5
2,14,6.34638888888889,0.6469444444444445,0,3
2,15,2.118888888888889,0,5.332777777777777,6
2,16,2.8883333333333336,0.8836111111111111,2.068611111111111,5
2,17,3.381111111111111,0.007222222222222223,4.975,5
2,18,3.627222222222222,0,0,5
2,19,4.264444444444445,0,1.4380555555555554,6
2,20,1.373888888888889,0,0.3236111111111111,5
2,21,4.28,0,0.0022222222222222222,4
3,1,-999,-999,-999,-999
3,2,3.5344444444444445,0.09333333333333332,0,5
3,3,8.928055555555554,0.5911111111111111,0.2722222222222222,6
3,4,5.61,0.865,0,6
3,5,-999,-999,-999,-999
3,6,-999,-999,-999,-999
3,7,4.991944444444444,0.24916666666666665,0,6
3,8,7.608333333333333,0.26166666666666666,0,6
3,9,4.955,0.9247222222222222,0.0036111111111111114,4
3,10,9.004722222222222,0.9988888888888888,0.04083333333333334,3
3,11,7.564444444444445,0.33888888888888885,0.9616666666666667,4
3,12,-999,-999,-999,-999
3,13,-999,-999,-999,-999
3,14,-999,-999,-999,-999
3,15,-999,-999,-999,-999
3,16,7.7461111111111105,0.6733333333333333,0.0125,6
3,17,7.504722222222223,0.5025,0.105,3
3,18,7.90888888888889,0.7605555555555555,0.053611111111111116,6
3,19,-999,-999,-999,-999
3,20,4.042777777777777,0.9272222222222222,1.2769444444444444,6
3,21,-999,-999,-999,-999
10,1,0.18305555555555555,0,2.4875,5
10,2,6.536666666666666,0.0022222222222222222,0.7491666666666668,5
10,3,3.624722222222222,0.11666666666666667,0.12472222222222222,5
10,4,-999,-999,-999,-999
10,5,0.9288888888888889,0,1.681388888888889,6
10,6,-999,-999,-999,-999
10,7,-999,-999,-999,-999
10,8,-999,-999,-999,-999
10,9,-999,-999,-999,-999
10,10,-999,-999,-999,-999
10,11,3.312777777777778,0.7558333333333334,0.09444444444444446,5
10,12,-999,-999,-999,-999
10,13,5.186944444444444,0.5622222222222223,0.3516666666666667,6
10,14,8.649166666666668,0.7666666666666667,0.5,6
10,15,-999,-999,-999,-999
10,16,-999,-999,-999,-999
10,17,-999,-999,-999,-999
10,18,-999,-999,-999,-999
10,19,-999,-999,-999,-999
10,20,-999,-999,-999,-999
10,21,0.2511111111111111,0,2.3161111111111112,6
12,1,-999,-999,-999,-999
12,2,3.671111111111111,0.14250000000000002,0,7
12,3,10.921388888888888,0.125,0.034722222222222224,5
12,4,5.730277777777777,0.3597222222222222,0.06083333333333333,7
12,5,5.184722222222222,0,0,6
12,6,8.782777777777778,0,0.04722222222222223,7
12,7,4.413333333333333,0.09666666666666666,0.0025,7
12,8,6.284166666666667,0,0.0038888888888888888,6
12,9,-999,-999,-999,-999
12,10,4.772222222222222,0.04555555555555556,0,6
12,11,6.981388888888889,0.04916666666666667,0.05083333333333333,7
12,12,-999,-999,-999,-999
12,13,-999,-999,-999,-999
12,14,2.709166666666667,0.032777777777777774,0,7
12,15,7.292777777777777,0.5044444444444445,0.0013888888888888887,7
12,16,9.376944444444444,0.3863888888888889,0,7
12,17,4.625,0.38083333333333336,0.016666666666666666,7
12,18,6.578333333333333,0.19749999999999998,0.008333333333333333,7
12,19,-999,-999,-999,-999
12,20,4.685277777777778,0.28277777777777774,1.82,4
12,21,4.355555555555555,0.07777777777777778,2.777777777777778e-4,4
13,1,-999,-999,-999,-999
13,2,7.501666666666667,0.8805555555555556,1.777777777777778,4
13,3,4.653333333333333,0.4505555555555556,0.5408333333333334,5
13,4,-999,-999,-999,-999
13,5,-999,-999,-999,-999
13,6,4.62,0.8727777777777778,0.15916666666666668,7
13,7,-999,-999,-999,-999
13,8,-999,-999,-999,-999
13,9,6.060555555555555,1,0.9558333333333333,6
13,10,11.158333333333333,0.3491666666666667,0.008055555555555555,3
13,11,6.442222222222223,0.1877777777777778,0.2588888888888889,5
13,12,3.1661111111111113,0.050277777777777775,0.17722222222222223,6
13,13,-999,-999,-999,-999
13,14,-999,-999,-999,-999
13,15,-999,-999,-999,-999
13,16,13.186388888888889,1,0.051111111111111114,6
13,17,6.502777777777778,1,1.611388888888889,6
13,18,8.723055555555556,0.8680555555555556,1.0647222222222221,6
13,19,-999,-999,-999,-999
13,20,10.514166666666666,0.2688888888888889,0.5947222222222222,6
13,21,-999,-999,-999,-999
20,1,-999,-999,-999,-999
20,2,-999,-999,-999,-999
20,3,4.8133333333333335,0.04972222222222222,0,6
20,4,2.245277777777778,0.16083333333333333,0.1338888888888889,4
20,5,4.466666666666667,0.28555555555555556,0,4
20,6,-999,-999,-999,-999
20,7,7.5575,0,0,4
20,8,-999,-999,-999,-999
20,9,5.765277777777778,0.7977777777777778,0.07916666666666666,4
20,10,-999,-999,-999,-999
20,11,-999,-999,-999,-999
20,12,-999,-999,-999,-999
20,13,-999,-999,-999,-999
20,14,3.4133333333333336,0.6663888888888889,0,4
20,15,-999,-999,-999,-999
20,16,6.035555555555556,0.8269444444444445,0.005,4
20,17,-999,-999,-999,-999
20,18,-999,-999,-999,-999
20,19,-999,-999,-999,-999
20,20,-999,-999,-999,-999
20,21,-999,-999,-999,-999
21,1,0.01111111111111111,0.41916666666666663,0.37472222222222223,5
21,2,5.810277777777778,0.3175,0.021111111111111112,5
21,3,-999,-999,-999,-999
21,4,-999,-999,-999,-999
21,5,-999,-999,-999,-999
21,6,3.137777777777778,0.3408333333333333,5.555555555555556e-4,5
21,7,4.137222222222222,0.03777777777777778,0.023611111111111114,4
21,8,-999,-999,-999,-999
21,9,-999,-999,-999,-999
21,10,3.637222222222222,0.1313888888888889,0.015277777777777777,4
21,11,2.6133333333333337,0.12611111111111112,0,4
21,12,3.5105555555555554,0.10416666666666667,0.03333333333333333,5
21,13,1.4133333333333333,0.06472222222222222,0.004166666666666667,4
21,14,4.307222222222222,0.7983333333333333,0.6755555555555556,6
21,15,2.4819444444444443,0.30833333333333335,0.01138888888888889,4
21,16,-999,-999,-999,-999
21,17,-999,-999,-999,-999
21,18,-999,-999,-999,-999
21,19,-999,-999,-999,-999
21,20,-999,-999,-999,-999
21,21,-999,-999,-999,-999
23,1,-999,-999,-999,-999
23,2,3.0475,0.05444444444444444,0.010833333333333334,4
23,3,4.359722222222222,0.4230555555555556,0.019444444444444445,5
23,4,5.742222222222223,0.5438888888888889,0.29888888888888887,4
23,5,6.159722222222222,0.010277777777777778,0.38722222222222225,4
23,6,2.9058333333333333,0.13527777777777777,2.777777777777778e-4,4
23,7,5.771944444444444,0.004722222222222222,0.02611111111111111,4
23,8,3.905555555555556,0.36916666666666664,0,6
23,9,3.0597222222222222,0.40638888888888886,0.004722222222222222,5
23,10,3.411388888888889,0.3055555555555555,0.03138888888888889,4
23,11,2.8527777777777774,0.2783333333333333,0.04722222222222223,6
23,12,-999,-999,-999,-999
23,13,-999,-999,-999,-999
23,14,2.8447222222222224,0.4463888888888889,0.10277777777777779,3
23,15,4.386666666666667,0.6116666666666667,0.5197222222222222,6
23,16,4.098055555555556,0.19361111111111112,0.06305555555555556,6
23,17,4.2363888888888885,0.4875,0.13444444444444445,4
23,18,5.286388888888889,0.46944444444444444,0,3
23,19,-999,-999,-999,-999
23,20,3.6766666666666667,0.6341666666666667,0.1488888888888889,2
23,21,3.0469444444444442,0.05333333333333334,0.02222222222222222,3
24,1,-999,-999,-999,-999
24,2,6.099166666666666,0.5472222222222223,1.1622222222222223,7
24,3,5.123611111111112,0.05611111111111111,0.8172222222222222,7
24,4,-999,-999,-999,-999
24,5,5.479444444444444,0.7786111111111111,0.03888888888888889,7
24,6,4.3069444444444445,0.5769444444444445,0.48944444444444446,7
24,7,3.4922222222222223,0.39916666666666667,0.014444444444444446,6
24,8,6.610833333333333,0.3777777777777778,0,6
24,9,5.6274999999999995,0.9958333333333333,0.7052777777777778,6
24,10,6.114166666666667,0.7644444444444445,0.6711111111111111,6
24,11,-999,-999,-999,-999
24,12,3.6702777777777778,0.8049999999999999,1.2502777777777778,6
24,13,-999,-999,-999,-999
24,14,4.122777777777778,0.525,0.1313888888888889,6
24,15,5.254166666666666,0.625,4.413055555555556,6
24,16,6.793611111111111,0.3819444444444445,4.482222222222222,6
24,17,7.608611111111111,0.62,4.580277777777778,4
24,18,-999,-999,-999,-999
24,19,2.232222222222222,0,0,6
24,20,-999,-999,-999,-999
24,21,-999,-999,-999,-999
26,1,-999,-999,-999,-999
26,2,-999,-999,-999,-999
26,3,-999,-999,-999,-999
26,4,4.2572222222222225,1,0.19277777777777777,4
26,5,-999,-999,-999,-999
26,6,3.311111111111111,0.4488888888888889,0.1861111111111111,4
26,7,6.162222222222223,0.17083333333333334,0.059444444444444446,4
26,8,4.657777777777778,0.17777777777777776,0.17666666666666667,4
26,9,5.927222222222222,0.1922222222222222,0.28305555555555556,4
26,10,6.309722222222222,0.3377777777777778,0.3686111111111111,4
26,11,5.3925,0.83,0.5044444444444445,4
26,12,-999,-999,-999,-999
26,13,6.628055555555556,0.9569444444444444,0.17333333333333334,4
26,14,4.797777777777778,0.34305555555555556,0,4
26,15,3.9788888888888887,0.5308333333333334,0.37722222222222224,4
26,16,6.200277777777777,0.215,0.6116666666666667,4
26,17,4.673055555555555,0.7191666666666666,0.3175,4
26,18,7.461388888888889,0.3266666666666667,0.7513888888888889,4
26,19,-999,-999,-999,-999
26,20,3.0144444444444445,0.23472222222222222,0.3977777777777778,5
26,21,3.7325,0.6825,0.4444444444444445,3
30,1,3.8044444444444445,0.9769444444444445,0.4677777777777778,6
30,2,6.3052777777777775,0.9025,0.6102777777777778,7
30,3,4.6627777777777775,0.7761111111111112,0.14916666666666664,6
30,4,9.067222222222222,0.9994444444444445,0.11777777777777777,6
30,5,-999,-999,-999,-999
30,6,7.301944444444445,0.09194444444444444,0.6011111111111112,7
30,7,3.4555555555555557,0.42194444444444446,0.01388888888888889,7
30,8,7.435277777777778,0.5891666666666667,0.9049999999999999,7
30,9,8.324444444444444,0.5141666666666667,2.669166666666667,6
30,10,5.141666666666667,0.30527777777777776,0,7
30,11,8.6525,0.2752777777777778,1.5302777777777776,7
30,12,-999,-999,-999,-999
30,13,6.2891666666666675,0.09583333333333334,0.9294444444444444,5
30,14,4.419722222222222,0.31972222222222224,0.44055555555555553,7
30,15,3.1288888888888886,1,0.5858333333333333,6
30,16,9.261944444444445,0.5975,0.8061111111111111,7
30,17,7.934722222222222,0.5922222222222222,1.3094444444444444,6
30,18,8.025555555555556,0.35305555555555557,0.15277777777777776,6
30,19,-999,-999,-999,-999
30,20,2.6494444444444443,0.16694444444444445,0.016388888888888887,7
30,21,6.196944444444444,1,1.0766666666666667,6
31,1,1.581111111111111,0.13527777777777777,0,5
31,2,-999,-999,-999,-999
31,3,-999,-999,-999,-999
31,4,2.855,0.12666666666666665,0.03305555555555555,3
31,5,2.6369444444444445,5.555555555555556e-4,0.10944444444444444,4
31,6,-999,-999,-999,-999
31,7,-999,-999,-999,-999
31,8,3.451111111111111,0.12083333333333333,0.018333333333333333,4
31,9,-999,-999,-999,-999
31,10,-999,-999,-999,-999
31,11,1.636388888888889,0.051666666666666666,0,4
31,12,3.3086111111111114,0.0875,0.16777777777777778,4
31,13,-999,-999,-999,-999
